state,county,cbsa,rpp-in-100-dollars,name
18,18113,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18115,17140,110.4972376,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
18,18117,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18119,14020,104.6025105,"Bloomington, IN (Metropolitan Statistical Area)"
18,18121,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18123,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18125,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18127,16980,93.80863039,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
18,18129,21780,109.5290252,"Evansville, IN-KY (Metropolitan Statistical Area)"
18,18131,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18133,26900,106.8376068,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)"
18,18135,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18137,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18139,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18141,43780,110.2535832,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)"
18,18143,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18145,26900,106.8376068,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)"
18,18147,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18149,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18151,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18153,45460,113.507378,"Terre Haute, IN (Metropolitan Statistical Area)"
18,18155,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18157,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18159,29020,113.3786848,"Kokomo, IN (Metropolitan Statistical Area)"
18,18161,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18163,21780,109.5290252,"Evansville, IN-KY (Metropolitan Statistical Area)"
18,18165,45460,113.507378,"Terre Haute, IN (Metropolitan Statistical Area)"
18,18167,45460,113.507378,"Terre Haute, IN (Metropolitan Statistical Area)"
18,18169,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18171,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18173,21780,109.5290252,"Evansville, IN-KY (Metropolitan Statistical Area)"
18,18175,31140,109.5290252,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
18,18177,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18179,23060,110.0110011,"Fort Wayne, IN (Metropolitan Statistical Area)"
18,18181,,118.3431953,Indiana (Nonmetropolitan Portion)
18,18183,23060,110.0110011,"Fort Wayne, IN (Metropolitan Statistical Area)"
19,19001,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19003,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19005,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19007,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19009,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19011,16300,109.7694841,"Cedar Rapids, IA (Metropolitan Statistical Area)"
19,19013,47940,109.5290252,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)"
19,19015,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19017,47940,109.5290252,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)"
19,19019,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19021,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19023,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19025,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19027,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19029,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19031,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19033,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19035,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19037,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19039,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19041,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19043,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19045,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19047,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19049,19780,105.374078,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"
19,19051,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19053,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19055,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19057,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19059,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19061,20220,107.2961373,"Dubuque, IA (Metropolitan Statistical Area)"
19,19063,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19065,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19067,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19069,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19071,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19073,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19075,47940,109.5290252,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)"
19,19077,19780,105.374078,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"
19,19079,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19081,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19083,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19085,36540,106.0445387,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
19,19087,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19089,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19091,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19093,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19095,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19097,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19099,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19101,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19103,26980,103.950104,"Iowa City, IA (Metropolitan Statistical Area)"
19,19105,16300,109.7694841,"Cedar Rapids, IA (Metropolitan Statistical Area)"
19,19107,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19109,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19111,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19113,16300,109.7694841,"Cedar Rapids, IA (Metropolitan Statistical Area)"
19,19115,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19117,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19119,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19121,19780,105.374078,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"
19,19123,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19125,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19127,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19129,36540,106.0445387,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
19,19131,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19133,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19135,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19137,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19139,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19141,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19143,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19145,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19147,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19149,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19151,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19153,19780,105.374078,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"
19,19155,36540,106.0445387,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
19,19157,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19159,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19161,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19163,19340,108.9324619,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)"
19,19165,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19167,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19169,11180,111.7318436,"Ames, IA (Metropolitan Statistical Area)"
19,19171,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19173,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19175,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19177,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19179,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19181,19780,105.374078,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"
19,19183,26980,103.950104,"Iowa City, IA (Metropolitan Statistical Area)"
19,19185,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19187,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19189,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19191,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19193,43580,111.9820829,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)"
19,19195,,116.1440186,Iowa (Nonmetropolitan Portion)
19,19197,,116.1440186,Iowa (Nonmetropolitan Portion)
20,20001,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20003,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20005,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20007,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20009,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20011,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20013,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20015,48620,109.5290252,"Wichita, KS (Metropolitan Statistical Area)"
20,20017,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20019,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20021,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20023,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20025,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20027,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20029,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20031,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20033,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20035,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20037,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20039,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20041,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20043,41140,112.1076233,"St. Joseph, MO-KS (Metropolitan Statistical Area)"
20,20045,29940,104.8218029,"Lawrence, KS (Metropolitan Statistical Area)"
20,20047,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20049,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20051,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20053,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20055,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20057,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20059,28140,106.7235859,"Kansas City, MO-KS (Metropolitan Statistical Area)"
20,20061,31740,107.7586207,"Manhattan, KS (Metropolitan Statistical Area)"
20,20063,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20065,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20067,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20069,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20071,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20073,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20075,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20077,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20079,48620,109.5290252,"Wichita, KS (Metropolitan Statistical Area)"
20,20081,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20083,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20085,45820,111.3585746,"Topeka, KS (Metropolitan Statistical Area)"
20,20087,45820,111.3585746,"Topeka, KS (Metropolitan Statistical Area)"
20,20089,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20091,28140,106.7235859,"Kansas City, MO-KS (Metropolitan Statistical Area)"
20,20093,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20095,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20097,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20099,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20101,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20103,28140,106.7235859,"Kansas City, MO-KS (Metropolitan Statistical Area)"
20,20105,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20107,28140,106.7235859,"Kansas City, MO-KS (Metropolitan Statistical Area)"
20,20109,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20111,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20113,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20115,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20117,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20119,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20121,28140,106.7235859,"Kansas City, MO-KS (Metropolitan Statistical Area)"
20,20123,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20125,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20127,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20129,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20131,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20133,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20135,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20137,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20139,45820,111.3585746,"Topeka, KS (Metropolitan Statistical Area)"
20,20141,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20143,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20145,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20147,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20149,31740,107.7586207,"Manhattan, KS (Metropolitan Statistical Area)"
20,20151,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20153,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20155,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20157,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20159,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20161,31740,107.7586207,"Manhattan, KS (Metropolitan Statistical Area)"
20,20163,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20165,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20167,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20169,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20171,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20173,48620,109.5290252,"Wichita, KS (Metropolitan Statistical Area)"
20,20175,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20177,45820,111.3585746,"Topeka, KS (Metropolitan Statistical Area)"
20,20179,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20181,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20183,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20185,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20187,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20189,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20191,48620,109.5290252,"Wichita, KS (Metropolitan Statistical Area)"
20,20193,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20195,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20197,45820,111.3585746,"Topeka, KS (Metropolitan Statistical Area)"
20,20199,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20201,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20203,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20205,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20207,,117.5088132,Kansas (Nonmetropolitan Portion)
20,20209,28140,106.7235859,"Kansas City, MO-KS (Metropolitan Statistical Area)"
21,21001,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21003,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21005,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21007,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21009,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21011,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21013,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21015,17140,110.4972376,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21,21017,30460,108.4598698,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
21,21019,26580,114.5475372,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)"
21,21021,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21023,17140,110.4972376,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21,21025,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21027,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21029,31140,109.5290252,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21,21031,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21033,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21035,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21037,17140,110.4972376,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21,21039,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21041,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21043,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21045,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21047,17300,109.4091904,"Clarksville, TN-KY (Metropolitan Statistical Area)"
21,21049,30460,108.4598698,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
21,21051,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21053,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21055,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21057,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21059,36980,114.416476,"Owensboro, KY (Metropolitan Statistical Area)"
21,21061,14540,116.8224299,"Bowling Green, KY (Metropolitan Statistical Area)"
21,21063,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21065,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21067,30460,108.4598698,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
21,21069,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21071,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21073,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21075,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21077,17140,110.4972376,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21,21079,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21081,17140,110.4972376,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21,21083,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21085,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21087,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21089,26580,114.5475372,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)"
21,21091,36980,114.416476,"Owensboro, KY (Metropolitan Statistical Area)"
21,21093,21060,115.4734411,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)"
21,21095,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21097,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21099,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21101,21780,109.5290252,"Evansville, IN-KY (Metropolitan Statistical Area)"
21,21103,31140,109.5290252,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21,21105,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21107,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21109,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21111,31140,109.5290252,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21,21113,30460,108.4598698,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
21,21115,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21117,17140,110.4972376,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21,21119,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21121,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21123,21060,115.4734411,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)"
21,21125,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21127,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21129,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21131,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21133,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21135,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21137,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21139,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21141,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21143,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21145,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21147,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21149,36980,114.416476,"Owensboro, KY (Metropolitan Statistical Area)"
21,21151,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21153,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21155,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21157,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21159,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21161,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21163,31140,109.5290252,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21,21165,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21167,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21169,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21171,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21173,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21175,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21177,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21179,31140,109.5290252,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21,21181,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21183,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21185,31140,109.5290252,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21,21187,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21189,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21191,17140,110.4972376,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21,21193,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21195,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21197,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21199,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21201,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21203,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21205,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21207,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21209,30460,108.4598698,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
21,21211,31140,109.5290252,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21,21213,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21215,31140,109.5290252,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21,21217,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21219,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21221,17300,109.4091904,"Clarksville, TN-KY (Metropolitan Statistical Area)"
21,21223,31140,109.5290252,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21,21225,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21227,14540,116.8224299,"Bowling Green, KY (Metropolitan Statistical Area)"
21,21229,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21231,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21233,21780,109.5290252,"Evansville, IN-KY (Metropolitan Statistical Area)"
21,21235,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21237,,116.0092807,Kentucky (Nonmetropolitan Portion)
21,21239,30460,108.4598698,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
22,22001,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22003,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22005,12940,107.5268817,"Baton Rouge, LA (Metropolitan Statistical Area)"
22,22007,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22009,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22011,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22013,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22015,43340,110.3752759,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)"
22,22017,43340,110.3752759,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)"
22,22019,29340,112.1076233,"Lake Charles, LA (Metropolitan Statistical Area)"
22,22021,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22023,29340,112.1076233,"Lake Charles, LA (Metropolitan Statistical Area)"
22,22025,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22027,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22029,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22031,43340,110.3752759,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)"
22,22033,12940,107.5268817,"Baton Rouge, LA (Metropolitan Statistical Area)"
22,22035,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22037,12940,107.5268817,"Baton Rouge, LA (Metropolitan Statistical Area)"
22,22039,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22041,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22043,10780,113.1221719,"Alexandria, LA (Metropolitan Statistical Area)"
22,22045,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22047,12940,107.5268817,"Baton Rouge, LA (Metropolitan Statistical Area)"
22,22049,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22051,35380,103.950104,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
22,22053,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22055,29180,112.2334456,"Lafayette, LA (Metropolitan Statistical Area)"
22,22057,26380,107.5268817,"Houma-Thibodaux, LA (Metropolitan Statistical Area)"
22,22059,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22061,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22063,12940,107.5268817,"Baton Rouge, LA (Metropolitan Statistical Area)"
22,22065,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22067,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22069,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22071,35380,103.950104,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
22,22073,33740,114.6788991,"Monroe, LA (Metropolitan Statistical Area)"
22,22075,35380,103.950104,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
22,22077,12940,107.5268817,"Baton Rouge, LA (Metropolitan Statistical Area)"
22,22079,10780,113.1221719,"Alexandria, LA (Metropolitan Statistical Area)"
22,22081,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22083,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22085,,119.474313,Louisiana (Nonmetropolitan Portion)
22,22087,35380,103.950104,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
