CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,County/County Equivalent,State Name,FIPS Code
23460,"Gadsden, AL",Metropolitan Statistical Area,Etowah County,Alabama,1055
23500,"Gaffney, SC",Micropolitan Statistical Area,Cherokee County,South Carolina,45021
23540,"Gainesville, FL",Metropolitan Statistical Area,Alachua County,Florida,12001
23540,"Gainesville, FL",Metropolitan Statistical Area,Gilchrist County,Florida,12041
23580,"Gainesville, GA",Metropolitan Statistical Area,Hall County,Georgia,13139
23620,"Gainesville, TX",Micropolitan Statistical Area,Cooke County,Texas,48097
23660,"Galesburg, IL",Micropolitan Statistical Area,Knox County,Illinois,17095
23700,"Gallup, NM",Micropolitan Statistical Area,McKinley County,New Mexico,35031
23780,"Garden City, KS",Micropolitan Statistical Area,Finney County,Kansas,20055
23780,"Garden City, KS",Micropolitan Statistical Area,Kearny County,Kansas,20093
23820,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,Douglas County,Nevada,32005
23860,"Georgetown, SC",Micropolitan Statistical Area,Georgetown County,South Carolina,45043
23900,"Gettysburg, PA",Metropolitan Statistical Area,Adams County,Pennsylvania,42001
23940,"Gillette, WY",Micropolitan Statistical Area,Campbell County,Wyoming,56005
23980,"Glasgow, KY",Micropolitan Statistical Area,Barren County,Kentucky,21009
23980,"Glasgow, KY",Micropolitan Statistical Area,Metcalfe County,Kentucky,21169
24020,"Glens Falls, NY",Metropolitan Statistical Area,Warren County,New York,36113
24020,"Glens Falls, NY",Metropolitan Statistical Area,Washington County,New York,36115
24060,"Glenwood Springs, CO",Micropolitan Statistical Area,Garfield County,Colorado,8045
24060,"Glenwood Springs, CO",Micropolitan Statistical Area,Pitkin County,Colorado,8097
24100,"Gloversville, NY",Micropolitan Statistical Area,Fulton County,New York,36035
24140,"Goldsboro, NC",Metropolitan Statistical Area,Wayne County,North Carolina,37191
24220,"Grand Forks, ND-MN",Metropolitan Statistical Area,Polk County,Minnesota,27119
24220,"Grand Forks, ND-MN",Metropolitan Statistical Area,Grand Forks County,North Dakota,38035
24260,"Grand Island, NE",Metropolitan Statistical Area,Hall County,Nebraska,31079
24260,"Grand Island, NE",Metropolitan Statistical Area,Hamilton County,Nebraska,31081
24260,"Grand Island, NE",Metropolitan Statistical Area,Howard County,Nebraska,31093
24260,"Grand Island, NE",Metropolitan Statistical Area,Merrick County,Nebraska,31121
24300,"Grand Junction, CO",Metropolitan Statistical Area,Mesa County,Colorado,8077
24340,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,Barry County,Michigan,26015
24340,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,Kent County,Michigan,26081
24340,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,Montcalm County,Michigan,26117
24340,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,Ottawa County,Michigan,26139
24380,"Grants, NM",Micropolitan Statistical Area,Cibola County,New Mexico,35006
24420,"Grants Pass, OR",Metropolitan Statistical Area,Josephine County,Oregon,41033
24460,"Great Bend, KS",Micropolitan Statistical Area,Barton County,Kansas,20009
24500,"Great Falls, MT",Metropolitan Statistical Area,Cascade County,Montana,30013
24540,"Greeley, CO",Metropolitan Statistical Area,Weld County,Colorado,8123
24580,"Green Bay, WI",Metropolitan Statistical Area,Brown County,Wisconsin,55009
24580,"Green Bay, WI",Metropolitan Statistical Area,Kewaunee County,Wisconsin,55061
24580,"Green Bay, WI",Metropolitan Statistical Area,Oconto County,Wisconsin,55083
24620,"Greeneville, TN",Micropolitan Statistical Area,Greene County,Tennessee,47059
24640,"Greenfield Town, MA",Micropolitan Statistical Area,Franklin County,Massachusetts,25011
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,Guilford County,North Carolina,37081
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,Randolph County,North Carolina,37151
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,Rockingham County,North Carolina,37157
24700,"Greensburg, IN",Micropolitan Statistical Area,Decatur County,Indiana,18031
24740,"Greenville, MS",Micropolitan Statistical Area,Washington County,Mississippi,28151
24780,"Greenville, NC",Metropolitan Statistical Area,Pitt County,North Carolina,37147
24820,"Greenville, OH",Micropolitan Statistical Area,Darke County,Ohio,39037
24860,"Greenville-Anderson-Mauldin, SC",Metropolitan Statistical Area,Anderson County,South Carolina,45007
24860,"Greenville-Anderson-Mauldin, SC",Metropolitan Statistical Area,Greenville County,South Carolina,45045
24860,"Greenville-Anderson-Mauldin, SC",Metropolitan Statistical Area,Laurens County,South Carolina,45059
24860,"Greenville-Anderson-Mauldin, SC",Metropolitan Statistical Area,Pickens County,South Carolina,45077
24900,"Greenwood, MS",Micropolitan Statistical Area,Carroll County,Mississippi,28015
24900,"Greenwood, MS",Micropolitan Statistical Area,Leflore County,Mississippi,28083
24940,"Greenwood, SC",Micropolitan Statistical Area,Abbeville County,South Carolina,45001
24940,"Greenwood, SC",Micropolitan Statistical Area,Greenwood County,South Carolina,45047
24980,"Grenada, MS",Micropolitan Statistical Area,Grenada County,Mississippi,28043
25020,"Guayama, PR",Metropolitan Statistical Area,Arroyo Municipio,Puerto Rico,72015
25020,"Guayama, PR",Metropolitan Statistical Area,Guayama Municipio,Puerto Rico,72057
25020,"Guayama, PR",Metropolitan Statistical Area,Patillas Municipio,Puerto Rico,72109
25060,"Gulfport-Biloxi-Pascagoula, MS",Metropolitan Statistical Area,Hancock County,Mississippi,28045
25060,"Gulfport-Biloxi-Pascagoula, MS",Metropolitan Statistical Area,Harrison County,Mississippi,28047
25060,"Gulfport-Biloxi-Pascagoula, MS",Metropolitan Statistical Area,Jackson County,Mississippi,28059
25100,"Guymon, OK",Micropolitan Statistical Area,Texas County,Oklahoma,40139
25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,Washington County,Maryland,24043
25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,Berkeley County,West Virginia,54003
25200,"Hailey, ID",Micropolitan Statistical Area,Blaine County,Idaho,16013
25200,"Hailey, ID",Micropolitan Statistical Area,Camas County,Idaho,16025
25200,"Hailey, ID",Micropolitan Statistical Area,Lincoln County,Idaho,16063
25220,"Hammond, LA",Metropolitan Statistical Area,Tangipahoa Parish,Louisiana,22105
25260,"Hanford-Corcoran, CA",Metropolitan Statistical Area,Kings County,California,6031
25300,"Hannibal, MO",Micropolitan Statistical Area,Marion County,Missouri,29127
25300,"Hannibal, MO",Micropolitan Statistical Area,Ralls County,Missouri,29173
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Cumberland County,Pennsylvania,42041
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Dauphin County,Pennsylvania,42043
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Perry County,Pennsylvania,42099
25460,"Harrison, AR",Micropolitan Statistical Area,Boone County,Arkansas,5009
25460,"Harrison, AR",Micropolitan Statistical Area,Newton County,Arkansas,5101
25500,"Harrisonburg, VA",Metropolitan Statistical Area,Rockingham County,Virginia,51165
25500,"Harrisonburg, VA",Metropolitan Statistical Area,Harrisonburg city,Virginia,51660
25540,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,Hartford County,Connecticut,9003
25540,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,Middlesex County,Connecticut,9007
25540,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,Tolland County,Connecticut,9013
25580,"Hastings, NE",Micropolitan Statistical Area,Adams County,Nebraska,31001
25620,"Hattiesburg, MS",Metropolitan Statistical Area,Forrest County,Mississippi,28035
25620,"Hattiesburg, MS",Metropolitan Statistical Area,Lamar County,Mississippi,28073
25620,"Hattiesburg, MS",Metropolitan Statistical Area,Perry County,Mississippi,28111
25700,"Hays, KS",Micropolitan Statistical Area,Ellis County,Kansas,20051
25720,"Heber, UT",Micropolitan Statistical Area,Wasatch County,Utah,49051
25740,"Helena, MT",Micropolitan Statistical Area,Jefferson County,Montana,30043
25740,"Helena, MT",Micropolitan Statistical Area,Lewis and Clark County,Montana,30049
25760,"Helena-West Helena, AR",Micropolitan Statistical Area,Phillips County,Arkansas,5107
25780,"Henderson, NC",Micropolitan Statistical Area,Vance County,North Carolina,37181
25820,"Hereford, TX",Micropolitan Statistical Area,Deaf Smith County,Texas,48117
25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,Morrow County,Oregon,41049
25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,Umatilla County,Oregon,41059
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Alexander County,North Carolina,37003
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Burke County,North Carolina,37023
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Caldwell County,North Carolina,37027
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Catawba County,North Carolina,37035
25880,"Hillsdale, MI",Micropolitan Statistical Area,Hillsdale County,Michigan,26059
25900,"Hilo, HI",Micropolitan Statistical Area,Hawaii County,Hawaii,15001
25940,"Hilton Head Island-Bluffton-Beaufort, SC",Metropolitan Statistical Area,Beaufort County,South Carolina,45013
25940,"Hilton Head Island-Bluffton-Beaufort, SC",Metropolitan Statistical Area,Jasper County,South Carolina,45053
25980,"Hinesville, GA",Metropolitan Statistical Area,Liberty County,Georgia,13179
25980,"Hinesville, GA",Metropolitan Statistical Area,Long County,Georgia,13183
26020,"Hobbs, NM",Micropolitan Statistical Area,Lea County,New Mexico,35025
26090,"Holland, MI",Micropolitan Statistical Area,Allegan County,Michigan,26005
26140,"Homosassa Springs, FL",Metropolitan Statistical Area,Citrus County,Florida,12017
26220,"Hood River, OR",Micropolitan Statistical Area,Hood River County,Oregon,41027
26300,"Hot Springs, AR",Metropolitan Statistical Area,Garland County,Arkansas,5051
26340,"Houghton, MI",Micropolitan Statistical Area,Houghton County,Michigan,26061
26340,"Houghton, MI",Micropolitan Statistical Area,Keweenaw County,Michigan,26083
26380,"Houma-Thibodaux, LA",Metropolitan Statistical Area,Lafourche Parish,Louisiana,22057
26380,"Houma-Thibodaux, LA",Metropolitan Statistical Area,Terrebonne Parish,Louisiana,22109
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Austin County,Texas,48015
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Brazoria County,Texas,48039
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Chambers County,Texas,48071
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Fort Bend County,Texas,48157
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Galveston County,Texas,48167
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Harris County,Texas,48201
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Liberty County,Texas,48291
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Montgomery County,Texas,48339
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Waller County,Texas,48473
26460,"Hudson, NY",Micropolitan Statistical Area,Columbia County,New York,36021
26500,"Huntingdon, PA",Micropolitan Statistical Area,Huntingdon County,Pennsylvania,42061
26540,"Huntington, IN",Micropolitan Statistical Area,Huntington County,Indiana,18069
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Boyd County,Kentucky,21019
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Greenup County,Kentucky,21089
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Lawrence County,Ohio,39087
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Cabell County,West Virginia,54011
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Lincoln County,West Virginia,54043
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Putnam County,West Virginia,54079
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Wayne County,West Virginia,54099
26620,"Huntsville, AL",Metropolitan Statistical Area,Limestone County,Alabama,1083
26620,"Huntsville, AL",Metropolitan Statistical Area,Madison County,Alabama,1089
26660,"Huntsville, TX",Micropolitan Statistical Area,Trinity County,Texas,48455
26660,"Huntsville, TX",Micropolitan Statistical Area,Walker County,Texas,48471
26700,"Huron, SD",Micropolitan Statistical Area,Beadle County,South Dakota,46005
26740,"Hutchinson, KS",Micropolitan Statistical Area,Reno County,Kansas,20155
26780,"Hutchinson, MN",Micropolitan Statistical Area,McLeod County,Minnesota,27085
26820,"Idaho Falls, ID",Metropolitan Statistical Area,Bonneville County,Idaho,16019
26820,"Idaho Falls, ID",Metropolitan Statistical Area,Butte County,Idaho,16023
26820,"Idaho Falls, ID",Metropolitan Statistical Area,Jefferson County,Idaho,16051
26860,"Indiana, PA",Micropolitan Statistical Area,Indiana County,Pennsylvania,42063
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Boone County,Indiana,18011
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Brown County,Indiana,18013
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Hamilton County,Indiana,18057
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Hancock County,Indiana,18059
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Hendricks County,Indiana,18063
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Johnson County,Indiana,18081
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Madison County,Indiana,18095
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Marion County,Indiana,18097
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Morgan County,Indiana,18109
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Putnam County,Indiana,18133
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Shelby County,Indiana,18145
26940,"Indianola, MS",Micropolitan Statistical Area,Sunflower County,Mississippi,28133
26960,"Ionia, MI",Micropolitan Statistical Area,Ionia County,Michigan,26067
26980,"Iowa City, IA",Metropolitan Statistical Area,Johnson County,Iowa,19103
26980,"Iowa City, IA",Metropolitan Statistical Area,Washington County,Iowa,19183
27020,"Iron Mountain, MI-WI",Micropolitan Statistical Area,Dickinson County,Michigan,26043
27020,"Iron Mountain, MI-WI",Micropolitan Statistical Area,Florence County,Wisconsin,55037
27060,"Ithaca, NY",Metropolitan Statistical Area,Tompkins County,New York,36109
27100,"Jackson, MI",Metropolitan Statistical Area,Jackson County,Michigan,26075
27140,"Jackson, MS",Metropolitan Statistical Area,Copiah County,Mississippi,28029
27140,"Jackson, MS",Metropolitan Statistical Area,Hinds County,Mississippi,28049
27140,"Jackson, MS",Metropolitan Statistical Area,Madison County,Mississippi,28089
27140,"Jackson, MS",Metropolitan Statistical Area,Rankin County,Mississippi,28121
27140,"Jackson, MS",Metropolitan Statistical Area,Simpson County,Mississippi,28127
27140,"Jackson, MS",Metropolitan Statistical Area,Yazoo County,Mississippi,28163
27160,"Jackson, OH",Micropolitan Statistical Area,Jackson County,Ohio,39079
27180,"Jackson, TN",Metropolitan Statistical Area,Chester County,Tennessee,47023
27180,"Jackson, TN",Metropolitan Statistical Area,Crockett County,Tennessee,47033
27180,"Jackson, TN",Metropolitan Statistical Area,Madison County,Tennessee,47113
27220,"Jackson, WY-ID",Micropolitan Statistical Area,Teton County,Idaho,16081
27220,"Jackson, WY-ID",Micropolitan Statistical Area,Teton County,Wyoming,56039
27260,"Jacksonville, FL",Metropolitan Statistical Area,Baker County,Florida,12003
27260,"Jacksonville, FL",Metropolitan Statistical Area,Clay County,Florida,12019
27260,"Jacksonville, FL",Metropolitan Statistical Area,Duval County,Florida,12031
27260,"Jacksonville, FL",Metropolitan Statistical Area,Nassau County,Florida,12089
27260,"Jacksonville, FL",Metropolitan Statistical Area,St. Johns County,Florida,12109
27300,"Jacksonville, IL",Micropolitan Statistical Area,Morgan County,Illinois,17137
27300,"Jacksonville, IL",Micropolitan Statistical Area,Scott County,Illinois,17171
27340,"Jacksonville, NC",Metropolitan Statistical Area,Onslow County,North Carolina,37133
27380,"Jacksonville, TX",Micropolitan Statistical Area,Cherokee County,Texas,48073
27420,"Jamestown, ND",Micropolitan Statistical Area,Stutsman County,North Dakota,38093
27460,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,Chautauqua County,New York,36013
27500,"Janesville-Beloit, WI",Metropolitan Statistical Area,Rock County,Wisconsin,55105
27540,"Jasper, IN",Micropolitan Statistical Area,Dubois County,Indiana,18037
27540,"Jasper, IN",Micropolitan Statistical Area,Pike County,Indiana,18125
27580,"Jayuya, PR",Micropolitan Statistical Area,Jayuya Municipio,Puerto Rico,72073
27600,"Jefferson, GA",Micropolitan Statistical Area,Jackson County,Georgia,13157
27620,"Jefferson City, MO",Metropolitan Statistical Area,Callaway County,Missouri,29027
27620,"Jefferson City, MO",Metropolitan Statistical Area,Cole County,Missouri,29051
27620,"Jefferson City, MO",Metropolitan Statistical Area,Moniteau County,Missouri,29135
27620,"Jefferson City, MO",Metropolitan Statistical Area,Osage County,Missouri,29151
27700,"Jesup, GA",Micropolitan Statistical Area,Wayne County,Georgia,13305
27740,"Johnson City, TN",Metropolitan Statistical Area,Carter County,Tennessee,47019
27740,"Johnson City, TN",Metropolitan Statistical Area,Unicoi County,Tennessee,47171
27740,"Johnson City, TN",Metropolitan Statistical Area,Washington County,Tennessee,47179
27780,"Johnstown, PA",Metropolitan Statistical Area,Cambria County,Pennsylvania,42021
27860,"Jonesboro, AR",Metropolitan Statistical Area,Craighead County,Arkansas,5031
27860,"Jonesboro, AR",Metropolitan Statistical Area,Poinsett County,Arkansas,5111
27900,"Joplin, MO",Metropolitan Statistical Area,Jasper County,Missouri,29097
27900,"Joplin, MO",Metropolitan Statistical Area,Newton County,Missouri,29145
27920,"Junction City, KS",Micropolitan Statistical Area,Geary County,Kansas,20061
27940,"Juneau, AK",Micropolitan Statistical Area,Juneau City and Borough,Alaska,2110
27980,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,Kalawao County,Hawaii,15005
27980,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,Maui County,Hawaii,15009
28020,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,Kalamazoo County,Michigan,26077
28020,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,Van Buren County,Michigan,26159
28060,"Kalispell, MT",Micropolitan Statistical Area,Flathead County,Montana,30029
28100,"Kankakee, IL",Metropolitan Statistical Area,Kankakee County,Illinois,17091
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Johnson County,Kansas,20091
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Leavenworth County,Kansas,20103
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Linn County,Kansas,20107
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Miami County,Kansas,20121
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Wyandotte County,Kansas,20209
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Bates County,Missouri,29013
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Caldwell County,Missouri,29025
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Cass County,Missouri,29037
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Clay County,Missouri,29047
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Clinton County,Missouri,29049
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Jackson County,Missouri,29095
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Lafayette County,Missouri,29107
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Platte County,Missouri,29165
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Ray County,Missouri,29177
28180,"Kapaa, HI",Micropolitan Statistical Area,Kauai County,Hawaii,15007
28260,"Kearney, NE",Micropolitan Statistical Area,Buffalo County,Nebraska,31019
28260,"Kearney, NE",Micropolitan Statistical Area,Kearney County,Nebraska,31099
28300,"Keene, NH",Micropolitan Statistical Area,Cheshire County,New Hampshire,33005
28340,"Kendallville, IN",Micropolitan Statistical Area,Noble County,Indiana,18113
28380,"Kennett, MO",Micropolitan Statistical Area,Dunklin County,Missouri,29069
28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,Benton County,Washington,53005
28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,Franklin County,Washington,53021
28500,"Kerrville, TX",Micropolitan Statistical Area,Kerr County,Texas,48265
28540,"Ketchikan, AK",Micropolitan Statistical Area,Ketchikan Gateway Borough,Alaska,2130
28580,"Key West, FL",Micropolitan Statistical Area,Monroe County,Florida,12087
28620,"Kill Devil Hills, NC",Micropolitan Statistical Area,Dare County,North Carolina,37055
28620,"Kill Devil Hills, NC",Micropolitan Statistical Area,Tyrrell County,North Carolina,37177
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Bell County,Texas,48027
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Coryell County,Texas,48099
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Lampasas County,Texas,48281
28700,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,Hawkins County,Tennessee,47073
28700,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,Sullivan County,Tennessee,47163
28700,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,Scott County,Virginia,51169
28700,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,Washington County,Virginia,51191
28700,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,Bristol city,Virginia,51520
28740,"Kingston, NY",Metropolitan Statistical Area,Ulster County,New York,36111
28780,"Kingsville, TX",Micropolitan Statistical Area,Kenedy County,Texas,48261
28780,"Kingsville, TX",Micropolitan Statistical Area,Kleberg County,Texas,48273
28820,"Kinston, NC",Micropolitan Statistical Area,Lenoir County,North Carolina,37107
28860,"Kirksville, MO",Micropolitan Statistical Area,Adair County,Missouri,29001
28860,"Kirksville, MO",Micropolitan Statistical Area,Schuyler County,Missouri,29197
28900,"Klamath Falls, OR",Micropolitan Statistical Area,Klamath County,Oregon,41035
28940,"Knoxville, TN",Metropolitan Statistical Area,Anderson County,Tennessee,47001
28940,"Knoxville, TN",Metropolitan Statistical Area,Blount County,Tennessee,47009
28940,"Knoxville, TN",Metropolitan Statistical Area,Campbell County,Tennessee,47013
28940,"Knoxville, TN",Metropolitan Statistical Area,Grainger County,Tennessee,47057
28940,"Knoxville, TN",Metropolitan Statistical Area,Knox County,Tennessee,47093
28940,"Knoxville, TN",Metropolitan Statistical Area,Loudon County,Tennessee,47105
28940,"Knoxville, TN",Metropolitan Statistical Area,Morgan County,Tennessee,47129
28940,"Knoxville, TN",Metropolitan Statistical Area,Roane County,Tennessee,47145
28940,"Knoxville, TN",Metropolitan Statistical Area,Union County,Tennessee,47173
29020,"Kokomo, IN",Metropolitan Statistical Area,Howard County,Indiana,18067
29060,"Laconia, NH",Micropolitan Statistical Area,Belknap County,New Hampshire,33001
29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,Houston County,Minnesota,27055
29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,La Crosse County,Wisconsin,55063
29180,"Lafayette, LA",Metropolitan Statistical Area,Acadia Parish,Louisiana,22001
29180,"Lafayette, LA",Metropolitan Statistical Area,Iberia Parish,Louisiana,22045
29180,"Lafayette, LA",Metropolitan Statistical Area,Lafayette Parish,Louisiana,22055
29180,"Lafayette, LA",Metropolitan Statistical Area,St. Martin Parish,Louisiana,22099
29180,"Lafayette, LA",Metropolitan Statistical Area,Vermilion Parish,Louisiana,22113
29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,Benton County,Indiana,18007
29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,Carroll County,Indiana,18015
29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,Tippecanoe County,Indiana,18157
29260,"La Grande, OR",Micropolitan Statistical Area,Union County,Oregon,41061
29300,"LaGrange, GA",Micropolitan Statistical Area,Troup County,Georgia,13285
29340,"Lake Charles, LA",Metropolitan Statistical Area,Calcasieu Parish,Louisiana,22019
29340,"Lake Charles, LA",Metropolitan Statistical Area,Cameron Parish,Louisiana,22023
29380,"Lake City, FL",Micropolitan Statistical Area,Columbia County,Florida,12023
29420,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,Mohave County,Arizona,4015
29460,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,Polk County,Florida,12105
29500,"Lamesa, TX",Micropolitan Statistical Area,Dawson County,Texas,48115
29540,"Lancaster, PA",Metropolitan Statistical Area,Lancaster County,Pennsylvania,42071
29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,Clinton County,Michigan,26037
29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,Eaton County,Michigan,26045
29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,Ingham County,Michigan,26065
29660,"Laramie, WY",Micropolitan Statistical Area,Albany County,Wyoming,56001
29700,"Laredo, TX",Metropolitan Statistical Area,Webb County,Texas,48479
29740,"Las Cruces, NM",Metropolitan Statistical Area,Doña Ana County,New Mexico,35013
29780,"Las Vegas, NM",Micropolitan Statistical Area,San Miguel County,New Mexico,35047
29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,Clark County,Nevada,32003
29860,"Laurel, MS",Micropolitan Statistical Area,Jasper County,Mississippi,28061
29860,"Laurel, MS",Micropolitan Statistical Area,Jones County,Mississippi,28067
29900,"Laurinburg, NC",Micropolitan Statistical Area,Scotland County,North Carolina,37165
29940,"Lawrence, KS",Metropolitan Statistical Area,Douglas County,Kansas,20045
29980,"Lawrenceburg, TN",Micropolitan Statistical Area,Lawrence County,Tennessee,47099
30020,"Lawton, OK",Metropolitan Statistical Area,Comanche County,Oklahoma,40031
30020,"Lawton, OK",Metropolitan Statistical Area,Cotton County,Oklahoma,40033
30060,"Lebanon, MO",Micropolitan Statistical Area,Laclede County,Missouri,29105
30140,"Lebanon, PA",Metropolitan Statistical Area,Lebanon County,Pennsylvania,42075
30220,"Levelland, TX",Micropolitan Statistical Area,Hockley County,Texas,48219
30260,"Lewisburg, PA",Micropolitan Statistical Area,Union County,Pennsylvania,42119
30280,"Lewisburg, TN",Micropolitan Statistical Area,Marshall County,Tennessee,47117
30300,"Lewiston, ID-WA",Metropolitan Statistical Area,Nez Perce County,Idaho,16069
30300,"Lewiston, ID-WA",Metropolitan Statistical Area,Asotin County,Washington,53003
30340,"Lewiston-Auburn, ME",Metropolitan Statistical Area,Androscoggin County,Maine,23001
30380,"Lewistown, PA",Micropolitan Statistical Area,Mifflin County,Pennsylvania,42087
30420,"Lexington, NE",Micropolitan Statistical Area,Dawson County,Nebraska,31047
30420,"Lexington, NE",Micropolitan Statistical Area,Gosper County,Nebraska,31073
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Bourbon County,Kentucky,21017
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Clark County,Kentucky,21049
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Fayette County,Kentucky,21067
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Jessamine County,Kentucky,21113
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Scott County,Kentucky,21209
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Woodford County,Kentucky,21239
30580,"Liberal, KS",Micropolitan Statistical Area,Seward County,Kansas,20175
30620,"Lima, OH",Metropolitan Statistical Area,Allen County,Ohio,39003
